image,status,detections,error
0001383.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001383.png'
0001387.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001387.png'
0001395.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001395.png'
0001416.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001416.png'
0001430.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001430.png'
0001440.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001440.png'
0001447.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001447.png'
0001465.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001465.png'
0001471.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001471.png'
0001476.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001476.png'
0001490.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001490.png'
0001512.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001512.png'
0001525.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001525.png'
0001527.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001527.png'
0001538.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001538.png'
0001547.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001547.png'
0001587.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001587.png'
0001608.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001608.png'
0001634.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001634.png'
0001644.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001644.png'
0001671.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001671.png'
0001683.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001683.png'
0001701.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001701.png'
0001705.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001705.png'
0001720.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001720.png'
0001742.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001742.png'
0001763.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001763.png'
0001776.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001776.png'
0001780.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001780.png'
0001815.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001815.png'
0001848.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001848.png'
0001849.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001849.png'
0001864.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001864.png'
0001873.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001873.png'
0001909.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001909.png'
0001921.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001921.png'
0001935.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001935.png'
0001944.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001944.png'
0001960.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001960.png'
0001981.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0001981.png'
0002032.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0002032.png'
0002040.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0002040.png'
0002069.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0002069.png'
0002080.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0002080.png'
0002099.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0002099.png'
0002106.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0002106.png'
0002126.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0002126.png'
0002157.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0002157.png'
0002174.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0002174.png'
0002179.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0002179.png'
0002185.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0002185.png'
0002190.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\0002190.png'
Door0001.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0001.png'
Door0002.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0002.png'
Door0003.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0003.png'
Door0004.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0004.png'
Door0005.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0005.png'
Door0006.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0006.png'
Door0007.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0007.png'
Door0008.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0008.png'
Door0009.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0009.png'
Door0010.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0010.png'
Door0011.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0011.png'
Door0012.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0012.png'
Door0013.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0013.png'
Door0014.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0014.png'
Door0015.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0015.png'
Door0016.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0016.png'
Door0017.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0017.png'
Door0018.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0018.png'
Door0019.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0019.png'
Door0020.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0020.png'
Door0021.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0021.png'
Door0022.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0022.png'
Door0023.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0023.png'
Door0024.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0024.png'
Door0025.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0025.png'
Door0026.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0026.png'
Door0027.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0027.png'
Door0028.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0028.png'
Door0029.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0029.png'
Door0030.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0030.png'
Door0031.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0031.png'
Door0032.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0032.png'
Door0033.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0033.png'
Door0034.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0034.png'
Door0035.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0035.png'
Door0036.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0036.png'
Door0037.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0037.png'
Door0038.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0038.png'
Door0039.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0039.png'
Door0040.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0040.png'
Door0041.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0041.png'
Door0042.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0042.png'
Door0043.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0043.png'
Door0044.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0044.png'
Door0045.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0045.png'
Door0046.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0046.png'
Door0047.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0047.png'
Door0048.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0048.png'
Door0049.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0049.png'
Door0050.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0050.png'
Door0051.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0051.png'
Door0052.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0052.png'
Door0053.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0053.png'
Door0054.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0054.png'
Door0055.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0055.png'
Door0056.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0056.png'
Door0057.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0057.png'
Door0058.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0058.png'
Door0059.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0059.png'
Door0060.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0060.png'
Door0061.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0061.png'
Door0062.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0062.png'
Door0063.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0063.png'
Door0064.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0064.png'
Door0065.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0065.png'
Door0066.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0066.png'
Door0067.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0067.png'
Door0068.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0068.png'
Door0069.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0069.png'
Door0070.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0070.png'
Door0071.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0071.png'
Door0072.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0072.png'
Door0073.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0073.png'
Door0074.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0074.png'
Door0075.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0075.png'
Door0076.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0076.png'
Door0077.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0077.png'
Door0078.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0078.png'
Door0079.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0079.png'
Door0080.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0080.png'
Door0081.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0081.png'
Door0082.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0082.png'
Door0083.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0083.png'
Door0084.png,error,0,[Errno 2] No such file or directory: 'C:\\Users\\golir\\Door_detection\\Dataset_All\\larger_images\\images_grayscale_enhanced\\Door0084.png'
